Inventarisnr.,Inv.srt,Omschrijving,Straat,Thv,X-Coord.,Y-Coord.,Deelgem.,Status,Mutdatum,Door user
FT407,FT,Fietstrommel,P POTTERSTR,30,51.92401886,4.50865984,Kralingen/Crooswijk,A,14/07/2010,BEHEER-STZ
FT408,FT,Fietstrommel,TAXUSSTR,3b,51.93064117,4.506549835,Kralingen/Crooswijk,A,14/07/2010,STREPE
FT409,FT,Fietstrommel,NOORDERHAVENKD,65,51.93392944,4.459630013,Noord,A,14/07/2010,BEHEER-STZ
FT41,FT,Fietstrommel,W BUYTEWECHSTR,120,51.90665054,4.457439899,Delfshaven,A,07/06/2009,Conversie
FT410,FT,Fietstrommel,2E JERICHOSTR,15 B,51.9306488,4.507649899,Kralingen/Crooswijk,A,07/06/2009,Conversie
FT411,FT,Fietstrommel,ZUIDHOEK,76,,,Charlois,A,14/07/2010,BEHEER-STZ
FT412,FT,Fietstrommel,ZUIDHOEK,269,,,Charlois,A,14/07/2010,STREPE
FT413,FT,Fietstrommel,JERICHOLN,63,51.93080902,4.506750107,Kralingen/Crooswijk,A,14/07/2010,BEHEER-STZ
FT414,FT,Fietstrommel,JERICHOLN,63,51.93080902,4.506750107,Kralingen/Crooswijk,A,14/07/2010,STREPE
FT415,FT,Fietstrommel,STATENSNGL,136,51.926651,4.456689835,Noord,A,14/07/2010,BEHEER-STZ
FT416,FT,Fietstrommel,LUZACSTR,16,51.93484116,4.462389946,Noord,A,14/07/2010,STREPE
FT417,FT,Fietstrommel,BORSELAARSTR,19,51.89213943,4.492030144,Charlois,A,26/01/2012,OOMEBE
FT418,FT,Fietstrommel,AMELANDSEPLN,20,51.88740158,4.483719826,Charlois,A,07/06/2009,Conversie
FT419,FT,Fietstrommel,PLEINWG,197,51.89197159,4.477980137,Charlois,A,07/06/2009,Conversie
FT42,FT,Fietstrommel,W BUYTEWECHSTR,227,51.90737915,4.451980114,Delfshaven,A,07/06/2009,Conversie
FT420,FT,Fietstrommel,BERGSELN,76,51.93917084,4.476429939,Noord,A,14/07/2010,STREPE
FT421,FT,Fietstrommel,SONMANSSTR,138,51.93249893,4.459899902,Noord,A,14/07/2010,BEHEER-STZ
FT422,FT,Fietstrommel,SOURYSTR,50,51.93412018,4.458449841,Noord,A,14/07/2010,STREPE
FT423,FT,Fietstrommel,WILLEBRORDUSPLN,23,51.93722916,4.477200031,Noord,A,14/07/2010,BEHEER-STZ
FT424,FT,Fietstrommel,ZESTIENHOVENSEKD,5,51.94084167,4.422929764,Overschie,A,07/06/2009,Conversie
FT425,FT,Fietstrommel,BERGSE R ROTTEKD,hoek Prins Bernhard,51.94585037,4.489580154,Hillegersberg,A,14/07/2010,BEHEER-STZ
FT426,FT,Fietstrommel,PR MARGRIETLN,8,51.94675064,4.48611021,Hillegersberg,A,07/06/2009,Conversie
FT427,FT,Fietstrommel,BYLWERFFSTR,26 hoek statenweg,51.93215942,4.456299782,Noord,A,14/07/2010,BEHEER-STZ
FT428,FT,Fietstrommel,DORDTSELN,66,51.89561081,4.494540215,Feijenoord,A,14/07/2010,STREPE
FT429,FT,Fietstrommel,SCHALEKAMPPLN,onder Metrostation 25,51.88505173,4.381559849,Pernis,A,14/07/2010,BEHEER-STZ
FT43,FT,Fietstrommel,W BUYTEWECHSTR,213,51.90719986,4.453340054,Delfshaven,A,07/06/2009,Conversie
FT430,FT,Fietstrommel,SCHALEKAMPPLN,onder Metrostation 25,51.88505173,4.381559849,Pernis,A,14/07/2010,STREPE
FT431,FT,Fietstrommel,HOGERBEETSSTR,13,51.92723083,4.4584198,Noord,A,07/06/2009,Conversie
FT432,FT,Fietstrommel,HOGERBEETSSTR,13,51.92723083,4.4584198,Noord,A,14/07/2010,STREPE
FT433,FT,Fietstrommel,NOORDERHAVENKD,111,51.93309021,4.46036005,Noord,A,07/06/2009,Conversie
FT434,FT,Fietstrommel,PROVENIERSPLN,3,51.92630005,4.469099998,Noord,A,22/02/2012,OOMEBE
FT435,FT,Fietstrommel,PAETSSTR,4,51.92758179,4.45855999,Noord,A,14/07/2010,BEHEER-STZ
FT436,FT,Fietstrommel,SCHIEWG,61,51.93188095,4.467060089,Noord,A,07/06/2009,Conversie
FT437,FT,Fietstrommel,UNGERPLN,15,51.92893982,4.471879959,Noord,A,07/06/2009,Conversie
FT438,FT,Fietstrommel,WALENBURGERWG,120,51.92658997,4.463469982,Noord,A,07/06/2009,Conversie
FT439,FT,Fietstrommel,DORDTSELN,64,51.8956604,4.494559765,Feijenoord,A,07/06/2009,Conversie
FT44,FT,Fietstrommel,W BUYTEWECHSTR,50,51.90729141,4.46036005,Delfshaven,A,06/07/2010,STREPE
FT440,FT,Fietstrommel,HENEGOUWERPLN,2,51.92134094,4.462870121,Delfshaven,A,07/06/2009,Conversie
FT441,FT,Fietstrommel,HENEGOUWERPLN,2,51.92134094,4.462870121,Delfshaven,A,07/06/2009,Conversie
FT442,FT,Fietstrommel,BREEWG,16,51.89070129,4.51857996,Feijenoord,A,07/06/2009,Conversie
FT443,FT,Fietstrommel,BAKKERSTR, 29/31,51.88560104,4.463270187,Charlois,A,14/07/2010,BEHEER-STZ
FT444,FT,Fietstrommel,BENTINCKLN,29,51.89179993,4.489699841,Noord,A,14/07/2010,STREPE
FT445,FT,Fietstrommel,RIEKEROORD,21,51.8830719,4.552020073,IJsselmonde,A,07/06/2009,Conversie
FT446,FT,Fietstrommel,SPOORSNGL,48,51.92781067,4.467979908,Noord,A,07/06/2009,Conversie
FT447,FT,Fietstrommel,STADHOUDERSWG,117,51.9307518,4.459730148,Noord,A,07/06/2009,Conversie
FT448,FT,Fietstrommel,BERGSELN,328,51.93291092,4.464039803,Noord,A,07/06/2009,Conversie
FT449,FT,Fietstrommel,PROVENIERSSTR,32,51.92726898,4.473010063,Noord,A,07/06/2009,Conversie
FT45,FT,Fietstrommel,ROCHUSSENSTR,201,51.91125107,4.461850166,Delfshaven,A,07/06/2009,Conversie
FT450,FT,Fietstrommel,A VD DOESLN,119,51.95858002,4.492569923,Hillegersberg,A,14/07/2010,STREPE
FT451,FT,Fietstrommel,WEVERSHOEKSTR,65,51.88991165,4.491020203,Charlois,A,14/07/2010,BEHEER-STZ
FT452,FT,Fietstrommel,ROCHUSSENSTR,331,51.9090004,4.454090118,Delfshaven,A,07/06/2009,Conversie
FT453,FT,Fietstrommel,HOOIDRIFT,13,51.91513062,4.452539921,Delfshaven,A,14/07/2010,BEHEER-STZ
FT454,FT,Fietstrommel,GR FLORISSTR,110,51.91889191,4.456659794,Delfshaven,A,07/06/2009,Conversie
FT455,FT,Fietstrommel,ADAMSHOFSTR,naast 149,51.92213821,4.508840084,Kralingen/Crooswijk,A,07/06/2009,Conversie
FT456,FT,Fietstrommel,SAENREDAMPLN,3,51.93843842,4.421999931,Overschie,A,07/06/2009,Conversie
FT457,FT,Fietstrommel,NOORDSNGL,30,51.92937088,4.48100996,Noord,A,07/06/2009,Conversie
FT458,FT,Fietstrommel,STADHOUDERSWG,117,51.9307518,4.459730148,Noord,A,07/06/2009,Conversie
FT459,FT,Fietstrommel,MEYERSPLN ,19,51.95621872,4.466499805,Hillegersberg,A,07/06/2009,Conversie
FT46,FT,Fietstrommel,GR FLORISSTR,64,,,Delfshaven,A,06/07/2010,STREPE
FT460,FT,Fietstrommel,MATHENESSERLN,424,51.91419983,4.449440002,Delfshaven,A,01/02/2012,OOMEBE
FT461,FT,Fietstrommel,MATHENESSERLN,424,51.91419983,4.449440002,Delfshaven,A,01/03/2011,OOMEBE
FT462,FT,Fietstrommel,S GRAVENDYKWAL,82-84,51.91603088,4.463029861,Centrum,A,07/06/2009,Conversie
FT463,FT,Fietstrommel,S GRAVENDYKWAL,82-84,51.91603088,4.463029861,Centrum,A,07/06/2009,Conversie
FT464,FT,Fietstrommel,S GRAVENDYKWAL,82-84,51.91603088,4.463029861,Centrum,A,07/06/2009,Conversie
FT465,FT,Fietstrommel,1E ST JANSHOF,15,51.92351913,4.495669842,Centrum,A,07/06/2009,Conversie
FT466,FT,Fietstrommel,WOLPHAERTSBOCHT,347,51.89228821,4.480390072,Charlois,A,14/07/2010,STREPE
FT467,FT,Fietstrommel,B JUNGERIUSSTR,13,51.8906517,4.486660004,Charlois,A,14/07/2010,BEHEER-STZ
FT468,FT,Fietstrommel,STATENWG,56,51.93247986,4.457019806,Noord,A,14/07/2010,STREPE
FT469,FT,Fietstrommel,BISSCHOPSTR,33,51.93294144,4.456749916,Noord,A,14/07/2010,BEHEER-STZ
FT47,FT,Fietstrommel,MAASKD,104,51.91341019,4.493060112,Feijenoord,A,07/06/2009,Conversie
FT470,FT,Fietstrommel,W G WITTEVEENPLN,19,51.90724945,4.499690056,Feijenoord,A,14/07/2010,STREPE
FT471,FT,Fietstrommel,W G WITTEVEENPLN,19,51.90724945,4.499690056,Feijenoord,A,14/07/2010,BEHEER-STZ
FT472,FT,Fietstrommel,SCHIEDAMSESNGL,181,51.91371918,4.478829861,Centrum,A,07/06/2009,Conversie
FT473,FT,Fietstrommel,KORTENAERSTR,38,51.9134407,4.476359844,Centrum,A,07/06/2009,Conversie
FT474,FT,Fietstrommel,KORTENAERSTR,38,51.9134407,4.476359844,Centrum,A,07/06/2009,Conversie
FT475,FT,Fietstrommel,HARINGVLIET,2,51.92065811,4.498030186,Centrum,A,07/06/2009,Conversie
FT476,FT,Fietstrommel,HENEGOUWERLN,124,51.91928864,4.463399887,Centrum,A,07/06/2009,Conversie
FT477,FT,Fietstrommel,AKELEISTR,24,51.92131042,4.463419914,Centrum,A,07/06/2009,Conversie
FT478,FT,Fietstrommel,CLEYBURCHSTR,16,51.93426132,4.45720005,Noord,A,07/06/2009,Conversie
FT479,FT,Fietstrommel,1E PYNACKERSTR,113,51.93381882,4.481239796,Noord,A,14/07/2010,BEHEER-STZ
FT48,FT,Fietstrommel,2E PIOENSTR,41-45,51.89432907,4.503119946,Feijenoord,A,06/07/2010,STREPE
FT480,FT,Fietstrommel,TOLLENSSTR,108,51.93019104,4.480949879,Noord,A,14/07/2010,STREPE
FT481,FT,Fietstrommel,TOLLENSSTR,96,51.93050003,4.481239796,Noord,A,07/06/2009,Conversie
FT482,FT,Fietstrommel,SCHIEWG,7,51.93128967,4.468739986,Noord,A,14/07/2010,STREPE
FT483,FT,Fietstrommel,CARNISSELN,55,51.88901901,4.478559971,Charlois,A,07/06/2009,Conversie
FT484,FT,Fietstrommel,BURG MEINESZLN,79,51.91881943,4.451019764,Delfshaven,A,14/07/2010,STREPE
FT485,FT,Fietstrommel,BARONIESTR,54,51.94332886,4.476739883,Hillegersberg,A,14/07/2010,STREPE
FT486,FT,Fietstrommel,DORDTSELN,214,51.89067841,4.494080067,Feijenoord,A,14/07/2010,STREPE
FT487,FT,Fietstrommel,DORDTSELN,234,51.89027023,4.494100094,Feijenoord,A,14/07/2010,STREPE
FT488,FT,Fietstrommel,DORDTSELN,84,51.89505005,4.494249821,Feijenoord,A,14/07/2010,STREPE
FT489,FT,Fietstrommel,NARCISSENSTR,53,51.8919487,4.49492979,Feijenoord,A,14/07/2010,BEHEER-STZ
FT49,FT,Fietstrommel,DR ZAMENHOFSTR,57,51.92358017,4.501510143,Kralingen/Crooswijk,A,06/07/2010,STREPE
FT490,FT,Fietstrommel,DAHLIASTR,17,51.89524078,4.504159927,Feijenoord,A,14/07/2010,STREPE
FT491,FT,Fietstrommel,PIMPERNELSTR,37,51.89458084,4.49559021,Feijenoord,A,14/07/2010,BEHEER-STZ
FT492,FT,Fietstrommel,STRUITENWG,42,51.88613129,4.462940216,Charlois,A,14/07/2010,STREPE
FT493,FT,Fietstrommel,SCHERE,218,51.8748703,4.484779835,Charlois,A,14/07/2010,BEHEER-STZ
FT494,FT,Fietstrommel,KATEND LAGEDK,118,51.89289856,4.482870102,Charlois,A,17/05/2011,STREPE
FT495,FT,Fietstrommel,K DE STOUTEPLN,1,51.89397049,4.471169949,Charlois,A,14/07/2010,BEHEER-STZ
FT496,FT,Fietstrommel,PR MAURITSSNGL,21,51.93785858,4.42414999,Overschie,A,14/07/2010,STREPE
FT497,FT,Fietstrommel,PR MAURITSSNGL,21,51.93785858,4.42414999,Overschie,A,14/07/2010,BEHEER-STZ
FT498,FT,Fietstrommel,BEUKELSDK,20,51.92171097,4.458930016,Delfshaven,A,14/07/2010,STREPE
FT499,FT,Fietstrommel,BEUKELSWG,61,51.92002869,4.444419861,Delfshaven,A,14/07/2010,BEHEER-STZ
FT5,FT,Fietstrommel,ESSENBURGSNGL,22B,51.92282867,4.459889889,Delfshaven,A,06/07/2010,STREPE
FT50,FT,Fietstrommel,DR ZAMENHOFSTR,59,51.92350006,4.501460075,Kralingen/Crooswijk,A,07/06/2009,Conversie
FT500,FT,Fietstrommel,BEUKELSWG,8,51.91984177,4.447000027,Delfshaven,A,14/07/2010,STREPE
FT501,FT,Fietstrommel,ESSENBURGSTR,45,51.92210007,4.452010155,Delfshaven,A,14/07/2010,BEHEER-STZ
FT502,FT,Fietstrommel,HEEMRAADSSNGL,197,51.91624832,4.454319954,Delfshaven,A,14/07/2010,STREPE
FT503,FT,Fietstrommel,HEEMRAADSSNGL,253,51.91432953,4.454440117,Delfshaven,A,14/07/2010,BEHEER-STZ
FT504,FT,Fietstrommel,MATHENESSERLN,256,51.91437912,4.444600105,Delfshaven,A,14/07/2010,STREPE
FT505,FT,Fietstrommel,V CITTERSSTR,28,51.91875076,4.446770191,Delfshaven,A,14/07/2010,BEHEER-STZ
FT506,FT,Fietstrommel,J V AVENNESSTR,9,51.92079163,4.459420204,Delfshaven,A,14/07/2010,STREPE
FT507,FT,Fietstrommel,S MULLERPLN,3,51.91360855,4.447329998,Delfshaven,A,14/07/2010,BEHEER-STZ
FT508,FT,Fietstrommel,BEUKELSDK,106,51.92071152,4.452630043,Delfshaven,A,14/07/2010,STREPE
FT509,FT,Fietstrommel,BURG MEINESZLN,13,51.91757965,4.453700066,Delfshaven,A,14/07/2010,BEHEER-STZ
FT51,FT,Fietstrommel,MOLENVYVER,25,51.95586014,4.474780083,Hillegersberg,A,07/06/2009,Conversie
FT510,FT,Fietstrommel,ESSENBURGSNGL,103,51.92153168,4.447309971,Delfshaven,A,14/07/2010,STREPE
FT511,FT,Fietstrommel,MATHENESSERLN,452,51.91455841,4.444469929,Delfshaven,A,14/07/2010,BEHEER-STZ
FT512,FT,Fietstrommel,PUPILLENSTR,28,51.91218948,4.450019836,Delfshaven,A,14/07/2010,STREPE
FT513,FT,Fietstrommel,BERGSELN,57,51.93822861,4.474140167,Noord,A,14/07/2010,STREPE
FT514,FT,Fietstrommel,BERGSELN,238/244,51.93532944,4.470920086,Noord,A,14/07/2010,STREPE
FT515,FT,Fietstrommel,BERGSELN,238/244,51.93532944,4.470920086,Noord,A,14/07/2010,STREPE
FT516,FT,Fietstrommel,BESEMERSTR,10,51.93323898,4.459529877,Noord,A,14/07/2010,STREPE
FT517,FT,Fietstrommel,A KUYPERLN,73/75,51.93434906,4.462979794,Noord,A,14/07/2010,STREPE
FT518,FT,Fietstrommel,BERKELSELN,74,51.93746948,4.470290184,Noord,A,14/07/2010,STREPE
FT519,FT,Fietstrommel,DELFGAAUWSTR,48,51.93886185,4.471660137,Noord,A,14/07/2010,STREPE
FT52,FT,Fietstrommel,K VD BERGELN,34,51.95714951,4.491290092,Hillegersberg,A,07/06/2009,Conversie
FT520,FT,Fietstrommel,G V PRINSTERERSTR,23,51.93473816,4.461550236,Noord,A,14/07/2010,STREPE
FT521,FT,Fietstrommel,KL COOLSTR,36,51.92670822,4.46585989,Noord,A,14/07/2010,STREPE
FT522,FT,Fietstrommel,NOBELSTR,88,51.93246078,4.458849907,Noord,A,14/07/2010,STREPE
FT523,FT,Fietstrommel,NOBELSTR,101,51.93151855,4.459630013,Noord,A,14/07/2010,STREPE
FT524,FT,Fietstrommel,NOLENSSTR,67,51.93009949,4.462870121,Noord,A,14/07/2010,STREPE
FT525,FT,Fietstrommel,NOORDERHAVENKD,21,51.93489075,4.458799839,Noord,A,15/07/2010,STREPE
FT526,FT,Fietstrommel,NOORDERHAVENKD,47,51.93431854,4.459290028,Noord,A,14/07/2010,STREPE
FT527,FT,Fietstrommel,NOORDERHAVENKD,87,51.93344116,4.460050106,Noord,A,14/07/2010,STREPE
FT528,FT,Fietstrommel,NOORDSNGL,33,51.92982101,4.480899811,Noord,A,01/02/2013,STREPE
FT529,FT,Fietstrommel,UNGERPLN,12,51.92916107,4.471479893,Noord,A,14/07/2010,STREPE
FT53,FT,Fietstrommel,PRINSENHOF,27,51.923069,4.487130165,Centrum,A,07/06/2009,Conversie
FT530,FT,Fietstrommel,NOORDSNGL,134,51.93119812,4.476359844,Noord,A,14/07/2010,STREPE
FT531,FT,Fietstrommel,DE S LOHMANLN,79,51.93634033,4.466909885,Noord,A,14/07/2010,STREPE
FT532,FT,Fietstrommel,SCHEPENSTR,56,51.9299202,4.466239929,Noord,A,14/07/2010,STREPE
FT533,FT,Fietstrommel,SCHEPENSTR,78,51.92863846,4.464930058,Noord,A,14/07/2010,STREPE
FT534,FT,Fietstrommel,SCHEPENSTR,93,51.92803955,4.464129925,Noord,A,14/07/2010,STREPE
FT535,FT,Fietstrommel,SCHEPENSTR,94,51.92758942,4.463540077,Noord,A,14/07/2010,STREPE
FT536,FT,Fietstrommel,A KUYPERLN,56,51.9348793,4.464560032,Noord,A,14/07/2010,STREPE
FT537,FT,Fietstrommel,STATIONSSNGL,63,51.92538834,4.465270042,Noord,A,14/07/2010,STREPE
FT538,FT,Fietstrommel,STATIONSSNGL,63,51.92538834,4.465270042,Noord,A,14/07/2010,STREPE
FT539,FT,Fietstrommel,BESEMERSTR,10,51.93323898,4.459529877,Noord,A,14/07/2010,STREPE
FT54,FT,Fietstrommel,PRINSENHOF,13,51.92348099,4.487339973,Centrum,A,07/06/2009,Conversie
FT540,FT,Fietstrommel,HEEMRAADSSNGL,205,51.9159584,4.454339981,Delfshaven,A,14/07/2010,STREPE
FT541,FT,Fietstrommel,SPOORSNGL,69,51.92609024,4.468239784,Noord,A,14/07/2010,STREPE
FT542,FT,Fietstrommel,VIRULYPLN,11,51.91973114,4.45070982,West,A,14/07/2010,STREPE
FT543,FT,Fietstrommel,MATHENESSERLN,346,51.91172028,4.446780205,West,A,14/07/2010,STREPE
FT544,FT,Fietstrommel,SCHIETBAANLN,112,51.91567993,4.456099987,Centrum,A,15/07/2010,STREPE
FT545,FT,Fietstrommel,SCHIETBAANLN,,51.91567993,4.455850124,Centrum,A,15/07/2010,STREPE
FT546,FT,Fietstrommel,HEEMRAADSSNGL,239,51.91490173,4.454390049,Delfshaven,A,15/07/2010,STREPE
FT547,FT,Fietstrommel,PERSYNSTR,10,51.92065811,4.456530094,Delfshaven,A,15/07/2010,STREPE
FT548,FT,Fietstrommel,MATHENESSERDK,295,51.91519165,4.443930149,Delfshaven,A,15/07/2010,STREPE
FT549,FT,Fietstrommel,MATHENESSERDK,295,,,Delfshaven,A,15/07/2010,STREPE
FT55,FT,Fietstrommel,TOMMANDERSHOF,107e,51.91949081,4.473320007,Centrum,A,07/06/2009,Conversie
FT550,FT,Fietstrommel,MATHENESSERDK,305,,,Delfshaven,A,15/07/2010,STREPE
FT551,FT,Fietstrommel,MATHENESSERDK,309,,,Delfshaven,A,15/07/2010,STREPE
FT552,FT,Fietstrommel,STADHOUDERSWG,112,51.93054962,4.459660053,Noord,A,15/07/2010,STREPE
FT553,FT,Fietstrommel,MATHENESSERLN,209,,,Centrum,A,15/07/2010,STREPE
FT554,FT,Fietstrommel,2E JERICHOSTR,11,51.93080902,4.507559776,Noord,A,03/08/2011,OOMEBE
FT555,FT,Fietstrommel,NOORDSNGL,26-28,,,Noord,A,15/07/2010,STREPE
FT556,FT,Fietstrommel,BEUKELSWG,86,51.9200592,4.444069862,Delfshaven,A,15/07/2010,STREPE
FT557,FT,Fietstrommel,DELFGAAUWSTR,51,51.9388504,4.471630096,Noord,A,15/07/2010,STREPE
FT558,FT,Fietstrommel,SCHERMLN,2,51.91701126,4.46257019,Delfshaven,A,15/07/2010,STREPE
FT559,FT,Fietstrommel,ESSENBURGSNGL,15,51.92287827,4.460649967,Delfshaven,A,15/07/2010,STREPE
FT56,FT,Fietstrommel,GAFFELSTR,108,51.91923904,4.468249798,Centrum,A,06/07/2010,STREPE
FT560,FT,Fietstrommel,ESSENBURGSNGL,139,51.92090988,4.444739819,Delfshaven,A,15/07/2010,STREPE
FT561,FT,Fietstrommel,C DE VRIESELN,49,51.91622925,4.459219933,Delfshaven,A,15/07/2010,STREPE
FT562,FT,Fietstrommel,GR FLORISSTR,98,51.91918945,4.457029819,Delfshaven,A,15/07/2010,STREPE
