Inventarisnr.,Inv.srt,Omschrijving,Straat,Thv,X-Coord.,Y-Coord.,Deelgem.,Status,Mutdatum,Door user
FT563,FT,Fietstrommel,C DE VRIESELN,43,51.91638947,4.459209919,Delfshaven,A,15/07/2010,STREPE
FT564,FT,Fietstrommel,S GRAVENDYKWAL,161,51.91233063,4.46337986,Delfshaven,A,15/07/2010,STREPE
FT565,FT,Fietstrommel,SCHIETBAANLN,2,51.91559982,4.462619781,Delfshaven,A,15/07/2010,STREPE
FT566,FT,Fietstrommel,BURG MEINESZLN,71,51.91865158,4.451429844,Delfshaven,A,15/07/2010,STREPE
FT567,FT,Fietstrommel,BEUKELSWG,19,51.91986847,4.446529865,Delfshaven,A,15/07/2010,STREPE
FT568,FT,Fietstrommel,BEUKELSDK,165,51.92036819,4.451010227,Delfshaven,A,15/07/2010,STREPE
FT569,FT,Fietstrommel,ROCHUSSENSTR,285,51.90948105,4.456520081,Delfshaven,A,15/07/2010,STREPE
FT57,FT,Fietstrommel,SCHIELN,62/64,51.94414139,4.422820091,Overschie,A,06/07/2010,STREPE
FT570,FT,Fietstrommel,SCHIETBAANLN,6,,,Delfshaven,A,15/07/2010,STREPE
FT571,FT,Fietstrommel,MATHENESSERLN,454,51.91455841,4.444469929,Delfshaven,A,15/07/2010,STREPE
FT572,FT,Fietstrommel,HONDIUSSTR,17,51.91238022,4.459710121,Delfshaven,A,15/07/2010,STREPE
FT573,FT,Fietstrommel,S MULLERSTR,21,51.9133606,4.44727993,Delfshaven,A,15/07/2010,STREPE
FT574,FT,Fietstrommel,SCHERMLN,2,51.91701126,4.46257019,Delfshaven,A,15/07/2010,STREPE
FT575,FT,Fietstrommel,V OOSTERZEESTR,4,51.91917038,4.449210167,Delfshaven,A,15/07/2010,STREPE
FT576,FT,Fietstrommel,HEEMRAADSPLN,4,51.91313934,4.453410149,Delfshaven,A,15/07/2010,STREPE
FT577,FT,Fietstrommel,MATHENESSERLN,230,51.91469955,4.444369793,Delfshaven,A,15/07/2010,STREPE
FT578,FT,Fietstrommel,HEEMRAADSSNGL,326,51.91030884,4.457459927,Delfshaven,A,15/07/2010,STREPE
FT579,FT,Fietstrommel,BEUKELSWG,81,51.92166138,4.458650112,Delfshaven,A,13/01/2012,OOMEBE
FT58,FT,Fietstrommel,F BEKKERSTR,52,51.89123917,4.468540192,Charlois,A,07/06/2009,Conversie
FT580,FT,Fietstrommel,BEUKELSDK,174,51.91999817,4.449339867,Delfshaven,A,15/07/2010,STREPE
FT581,FT,Fietstrommel,HAVENSTR,148,51.90596008,4.452270031,Delfshaven,A,15/07/2010,STREPE
FT582,FT,Fietstrommel,ESSENBURGSNGL,98,51.92166138,4.447760105,Delfshaven,A,15/07/2010,STREPE
FT583,FT,Fietstrommel,SCHEPENSTR,25,51.93077087,4.46653986,Noord,A,15/07/2010,STREPE
FT584,FT,Fietstrommel,GORDELWG,84/86,51.93965912,4.473420143,Noord,A,15/07/2010,STREPE
FT585,FT,Fietstrommel,BERGPOLDERSTR,58/62,51.93346024,4.466720104,Noord,A,15/07/2010,STREPE
FT586,FT,Fietstrommel,NOORDERHAVENKD,136,51.93302917,4.462059975,Noord,A,15/07/2010,STREPE
FT587,FT,Fietstrommel,HERLAERSTR,30,51.93021011,4.475419998,Noord,A,15/07/2010,STREPE
FT588,FT,Fietstrommel,J CATSSTR,17,51.93426895,4.483210087,Noord,A,15/07/2010,STREPE
FT589,FT,Fietstrommel,BERGSELN,97,51.93767929,4.473400116,Noord,A,15/07/2010,STREPE
FT59,FT,Fietstrommel,ZWARTEWAALSTR,191,51.8931694,4.487480164,Charlois,A,07/06/2009,Conversie
FT590,FT,Fietstrommel,BANIERSTR,73,51.93095016,4.472169876,Noord,A,15/07/2010,STREPE
FT591,FT,Fietstrommel,VROESENLN,52,51.93030167,4.456570148,Noord,A,15/07/2010,STREPE
FT592,FT,Fietstrommel,DELFGAAUWSTR,50,51.9388504,4.471570015,Noord,A,15/07/2010,STREPE
FT593,FT,Fietstrommel,BERGWG,258/260,51.93378067,4.473639965,Noord,A,15/07/2010,STREPE
FT594,FT,Fietstrommel,MATHENESSERLN,244,51.91450119,4.461639881,Delfshaven,A,15/07/2010,STREPE
FT595,FT,Fietstrommel,W BUYTEWECHSTR,169,51.9070282,4.454710007,Delfshaven,A,15/07/2010,STREPE
FT596,FT,Fietstrommel,SCHOONDERLOOSTR,163,,,Delfshaven,A,15/07/2010,STREPE
FT597,FT,Fietstrommel,PARALLELSTR,40,51.94406891,4.424129963,Overschie,A,15/07/2010,STREPE
FT598,FT,Fietstrommel,BATAVIERENSTR,39,,,Centrum,A,15/07/2010,STREPE
FT599,FT,Fietstrommel,ZEEMANSSTR,11,,,Centrum,A,15/07/2010,STREPE
FT6,FT,Fietstrommel,NOBELSTR,88,51.93246078,4.458849907,Noord,A,07/06/2009,Conversie
FT60,FT,Fietstrommel,Bibliotheek,198,52.00255966,4.375520229,Hoogvliet,A,06/07/2010,STREPE
FT600,FT,Fietstrommel,MOERKERKESTR,90/92,,,Charlois,A,15/07/2010,STREPE
FT601,FT,Fietstrommel,PARALLELSTR,4,51.94301987,4.424520016,Overschie,A,15/07/2010,STREPE
FT603,FT,Fietstrommel,BEUKELSDK,32,51.92164993,4.458660126,Delfshaven,A,15/07/2010,STREPE
FT604,FT,Fietstrommel,BEUKELSDK,22,51.92168045,4.458889961,Delfshaven,A,15/07/2010,STREPE
FT605,FT,Fietstrommel,BEUKELSDK,24,51.92168045,4.458839893,Delfshaven,A,15/07/2010,STREPE
FT606,FT,Fietstrommel,BEUKELSDK,172,51.91997147,4.449299812,Delfshaven,A,15/07/2010,STREPE
FT607,FT,Fietstrommel,BALKENSTR,14,,,Delfshaven,A,15/07/2010,STREPE
FT608,FT,Fietstrommel,BURG MEINESZLN,13,,,Delfshaven,A,15/07/2010,STREPE
FT609,FT,Fietstrommel,BURG MEINESZLN,43,,,Delfshaven,A,15/07/2010,STREPE
FT61,FT,Fietstrommel,DOEZASTR,2,51.92893982,4.464159966,Noord,A,06/07/2010,STREPE
FT610,FT,Fietstrommel,BURG MEINESZLN,51,,,Delfshaven,A,15/07/2010,STREPE
FT611,FT,Fietstrommel,BURG MEINESZLN,72,,,Delfshaven,A,15/07/2010,STREPE
FT612,FT,Fietstrommel,A PIERSONSTR,22,,,Delfshaven,A,15/07/2010,STREPE
FT613,FT,Fietstrommel,BEATRYSSTR,38,,,Delfshaven,A,15/07/2010,STREPE
FT614,FT,Fietstrommel,A MILDERSSTR,73,,,Delfshaven,A,15/07/2010,STREPE
FT615,FT,Fietstrommel,ESSENBURGSNGL,149,,,Delfshaven,A,15/07/2010,STREPE
FT616,FT,Fietstrommel,C DE VRIESELN,83,,,Delfshaven,A,15/07/2010,STREPE
FT617,FT,Fietstrommel,VOLMARYNSTR,148,,,Delfshaven,A,15/07/2010,STREPE
FT618,FT,Fietstrommel,ROCHUSSENSTR,199,,,Delfshaven,A,15/07/2010,STREPE
FT619,FT,Fietstrommel,ROCHUSSENSTR,335,,,Delfshaven,A,15/07/2010,STREPE
FT62,FT,Fietstrommel,SCHIEKD,624,51.92861176,4.473609924,Noord,A,07/06/2009,Conversie
FT620,FT,Fietstrommel,WATERGEUSSTR,191,,,Delfshaven,A,15/07/2010,STREPE
FT621,FT,Fietstrommel,CORVERSTR,62,,,Delfshaven,A,15/07/2010,STREPE
FT622,FT,Fietstrommel,MAURITSSTR,128,,,Centrum,A,15/07/2010,STREPE
FT623,FT,Fietstrommel,STATENSNGL,van Goenstraat,,,Noord,A,15/07/2010,STREPE
FT624,FT,Fietstrommel,SCHIETBAANLN,34,,,Centrum,A,15/07/2010,STREPE
FT625,FT,Fietstrommel,STATENWG,159,,,Noord,A,15/07/2010,STREPE
FT626,FT,Fietstrommel,STADHOUDERSPLN,14,,,Noord,A,15/07/2010,STREPE
FT627,FT,Fietstrommels,G SCHOLTENSTR,11,,,Noord,A,15/07/2010,STREPE
FT628,FT,Fietstrommel,T V POORTVLIETSTR,9,,,Noord,A,15/07/2010,STREPE
FT629,FT,Fietstrommel,HOOIDRIFT,13-15,,,Delfshaven,A,15/07/2010,STREPE
FT63,FT,Fietstrommel,UNGERPLN,8,51.92893982,4.47179985,Noord,A,07/06/2009,Conversie
FT630,FT,Fietstrommel,BERGWG,127,,,Noord,A,15/07/2010,STREPE
FT631,FT,Fietstrommel,BERGWG,301,,,Noord,A,15/07/2010,STREPE
FT632,FT,Fietstrommel,G SCHOLTENSTR,40,,,Noord,A,15/07/2010,STREPE
FT633,FT,Fietstrommel,1E PYNACKERSTR,134,,,Noord,A,15/07/2010,STREPE
FT634,FT,Fietstrommel,SCHIETBAANLN,86,,,Delfshaven,A,11/01/2011,OOMEBE
FT635,FT,Fietstrommel,SCHIEKD,109,,,Noord,A,15/07/2010,STREPE
FT636,FT,Fietstrommel,OOSTERVANTSTR,3,,,Delfshaven,A,15/07/2010,STREPE
FT637,FT,Fietstrommel,BEUKELSDK,80,,,Delfshaven,A,15/07/2010,STREPE
FT638,FT,Fietstrommel,V OOSTERZEESTR,26,,,Delfshaven,A,15/07/2010,STREPE
FT639,FT,Fietstrommels,PROVENIERSSNGL,22,,,Noord,A,15/07/2010,STREPE
FT64,FT,Fietstrommel,UNGERPLN,8,51.92893982,4.471809864,Noord,A,07/06/2009,Conversie
FT640,FT,Fietstrommel,STADHOUDERSPLN,11,,,Noord,A,15/07/2010,STREPE
FT641,FT,Fietstrommel,DUYVESTEYNHOF,,,,Overschie,A,29/02/2012,STREPE
FT642,FT,Fietstrommel,VLIETLN,32A,,,Kralingen/Crooswijk,A,15/07/2010,STREPE
FT643,FT,Fietstrommel,VLIETLN,32A,,,Kralingen/Crooswijk,A,15/07/2010,STREPE
FT644,FT,Fietstrommel,TABORSTR,12,,,Kralingen/Crooswijk,A,15/07/2010,STREPE
FT645,FT,Fietstrommel,HOOIDRIFT,9,,,Delfshaven,A,15/07/2010,STREPE
FT646,FT,Fietstrommel,KRALINGSE PLASLN,97B,,,Kralingen/Crooswijk,A,15/07/2010,STREPE
FT647,FT,Fietstrommel,PALESTINASTR,59,,,Kralingen/Crooswijk,A,15/07/2010,STREPE
FT648,FT,Fietstrommel,C DE VRIESELN,96,,,Delfshaven,A,15/07/2010,STREPE
FT649,FT,Fietstrommel,GR FLORISSTR,28,,,Delfshaven,A,15/07/2010,STREPE
FT65,FT,Fietstrommel,CROOSWYKSESNGL,13b,51.92977142,4.489990234,Kralingen/Crooswijk,A,07/06/2009,Conversie
FT650,FT,Fietstrommel,WERKHOEFSTR,7,,,Delfshaven,A,15/07/2010,STREPE
FT651,FT,Fietstrommel,C P TIELESTR,53,,,Delfshaven,A,15/07/2010,STREPE
FT652,FT,Fietstrommel,HONDIUSSTR,32,,,Delfshaven,A,15/07/2010,STREPE
FT654,FT,Fietstrommel,S MULLERSTR,1,,,Delfshaven,A,16/09/2010,STREPE
FT655,FT,Fietstrommel,BLOKMAKERSSTR,25,,,Charlois,A,27/04/2011,OOMEBE
FT656,FT,Fietsentrommel,ESSENBURGSNGL,63,,,Delfshaven,A,27/04/2011,OOMEBE
FT657,FT,Fietstrommel,GORDELWG,61,,,Noord,A,16/09/2010,STREPE
FT658,FT,Fietstrommel,BERGSNGL,172,,,Noord,A,16/09/2010,STREPE
FT659,FT,Fietstrommel,PARADYSLN,115,,,Kralingen/Crooswijk,A,16/09/2010,STREPE
FT66,FT,Fietstrommel,CROOSWYKSESNGL,16,51.92974091,4.489659786,Kralingen/Crooswijk,A,10/08/2011,OOMEBE
FT660,FT,Fietstrommel,PR MARGRIETLN,5,,,Hillegersberg,A,24/08/2010,STREPE
FT661,FT,Fietstrommel,BARONIESTR,56,,,Hillegersberg,A,16/09/2010,STREPE
FT662,FT,Fietstrommel,ADRIANASTR,71,,,Centrum,A,16/09/2010,STREPE
FT663,FT,Fietstrommel,ROCHUSSENSTR,61,,,Centrum,A,16/09/2010,STREPE
FT664,FT,Fietstrommel,WALRAVENSTR,9,,,Charlois,A,12/10/2010,BRUIPE
FT665,FT,Fietstrommel,V DIESTSTR,38-42,,,Charlois,A,16/09/2010,STREPE
FT666,FT,Fietstrommel,BOERGOENSESTR,78,,,Charlois,A,16/09/2010,STREPE
FT667,FT,Fietstrommel,BOERGOENSESTR,78,,,Charlois,A,16/09/2010,STREPE
FT668,FT,Fietstrommel,Dorpsweg,2,,,Charlois,A,16/12/2010,BRUIPE
ft669,FT,Fietstrommel,PLEINWG,71,51.89057159,4.484360218,Charlois,A,14/06/2012,BRUIPE
FT67,FT,Fietstrommel,CROOSWYKSESNGL,29b,51.92987061,4.488239765,Kralingen/Crooswijk,A,06/07/2010,BEHEER-STZ
ft670,FT,Fietstrommel,BEATRYSSTR,69,51.91978836,4.456860065,Delfshaven,A,14/06/2012,BRUIPE
ft671,FT,Fietstrommel,BILDERDYKSTR,210,51.91736984,4.432690144,Delfshaven,A,14/06/2012,BRUIPE
ft672,FT,Fietstrommel,TIDEMANSTR,to 13,51.91886139,4.448120117,Delfshaven,A,14/06/2012,BRUIPE
ft673,FT,Fietstrommel,V CITTERSSTR,34,,,Delfshaven,A,18/11/2011,OOMEBE
ft674,FT,Fietstrommel,ESSENBURGSNGL,to 127,51.92097092,4.445320129,Delfshaven,A,14/06/2012,BRUIPE
ft675,FT,Fietstrommel,ESSENBURGSNGL,2,52.18957901,5.295239925,Delfshaven,A,14/06/2012,BRUIPE
ft676,FT,Fietstrommel,GR FLORISSTR,110,51.91899109,4.456560135,Delfshaven,A,14/06/2012,BRUIPE
ft677,FT,Fietstrommel,MATHENESSERLN,396,51.9137001,4.450880051,Delfshaven,A,14/06/2012,BRUIPE
ft678,FT,Fietstrommel,MATHENESSERLN,to 450,51.91487885,4.448289871,Charlois,A,14/06/2012,BRUIPE
ft679,FT,Fietstrommel,ROCHUSSENSTR,375,51.90943909,4.450789928,Delfshaven,A,14/06/2012,BRUIPE
FT68,FT,Fietstrommel,CROOSWYKSESNGL,31,51.92990875,4.488029957,Kralingen/Crooswijk,A,07/06/2009,Conversie
ft680,FT,Fietstrommel,SCHIETBAANLN,74,51.91566849,4.45909977,Delfshaven,A,14/06/2012,BRUIPE
ft681,FT,Fietstrommel,SCHIETBAANLN,126,51.91569138,4.456110001,Delfshaven,A,14/06/2012,BRUIPE
ft682,FT,Fietstrommel,W BUYTEWECHSTR,50,51.90727997,4.460289955,Delfshaven,A,14/06/2012,BRUIPE
ft683,FT,Fietstrommel,DONKERSLOOTSTR,to 111,51.89208984,4.516699791,Feijenoord,A,14/06/2012,BRUIPE
ft684,FT,Fietstrommel,W VARKENOORDSEWG,Breeweg,51.89062119,4.519509792,Feijenoord,A,14/06/2012,BRUIPE
ft685,FT,Fietstrommel,BERGWG,243,51.93476868,4.475160122,Noord,A,14/06/2012,BRUIPE
ft686,FT,Fietstrommel,LISPLN,hoek gordelweg,51.9392395,4.474050045,Noord,A,14/06/2012,BRUIPE
ft687,FT,Fietstrommel,MOLENWATERWG,8,51.92694855,4.472899914,Noord,A,14/06/2012,BRUIPE
ft688,FT,Fietstrommel,BERGSELN,to 126,51.93798065,4.474020004,Noord,A,14/06/2012,BRUIPE
FT689,FT,Fietstrommel,L HILLEWG,110,51.89292908,4.502019882,Feijenoord,A,13/06/2012,BRUIPE
FT69,FT,Fietstrommel,HG BOEZEM,23,51.92462921,4.497749805,Kralingen/Crooswijk,A,07/06/2009,Conversie
FT690,FT,Fietstrommel,HEEMRAADSSNGL,246,51.91315842,4.456110001,Delfshaven,A,13/06/2012,BRUIPE
FT691,FT,Fietstrommel,VAANDRIGSTR,25,51.934021,4.496650219,Kralingen/Crooswijk,A,13/06/2012,BRUIPE
FT692,FT,Fietstrommel,GORDELWG,60,51.94013977,4.477079868,Noord,A,13/06/2012,BRUIPE
FT693,FT,Fietstrommel,VD HOONAARDSTR,12,51.93572998,4.475240231,Noord,A,13/06/2012,BRUIPE
FT694,FT,Fietstrommel,BERGWG,203,51.93568039,4.476359844,Noord,A,13/06/2012,BRUIPE
FT695,FT,Fietstrommel,KOOTSEKD,32,51.94454956,4.484399796,Hillegersberg,A,13/06/2012,BRUIPE
FT696,FT,Fietstrommel,BEGONIASTR,2,51.94509125,4.473060131,Hillegersberg,A,13/06/2012,BRUIPE
FT697,FT,Fietstrommel,COOLHAVEN,126,51.90758133,4.456449986,Delfshaven,A,13/06/2012,BRUIPE
FT698,FT,Fietstrommel,W BUYTEWECHSTR,126,51.90679169,4.456369877,Delfshaven,A,13/06/2012,BRUIPE
FT699,FT,,BOSPOLDERSTR,11B,51.90951157,4.442170143,Delfshaven,A,13/06/2012,BRUIPE
FT7,FT,Fietstrommel,NOBELSTR,88,51.93246078,4.458859921,Noord,A,07/06/2009,Conversie
FT70,FT,Fietstrommel,C DE VRIESELN,3,51.91770935,4.459179878,Delfshaven,A,07/06/2009,Conversie
FT700,FT,Fietstrommel,MATHENESSERDK,114,51.91677856,4.441870213,Delfshaven,A,13/06/2012,BRUIPE
FT701,FT,Fietstrommel,SCHIEDAMSEWG BEN,467,51.91024017,4.443210125,Delfshaven,A,13/06/2012,BRUIPE
FT702,FT,Fietstrommel,MATHENESSERLN,466,51.91524887,4.447770119,Delfshaven,A,13/06/2012,BRUIPE
FT703,FT,Fietstrommel,ROCHUSSENSTR,373,51.90940094,4.450950146,Delfshaven,A,14/06/2012,BRUIPE
FT704,FT,Fietstrommel,MATHENESSERLN,398,51.91371155,4.450789928,Delfshaven,A,14/06/2012,BRUIPE
FT705,FT,Fietstrommel,SOETENDAALSEWG,95,51.93931961,4.480529785,Noord,A,14/06/2012,BRUIPE
FT71,FT,Fietstrommel,C DE VRIESELN,3,51.91770935,4.459189892,Delfshaven,A,06/07/2010,BEHEER-STZ
FT72,FT,Fietstrommel,C DE VRIESELN,42,51.91625977,4.459459782,Delfshaven,A,07/06/2009,Conversie
FT73,FT,Fietstrommel,C DE VRIESELN,42,51.91625977,4.459469795,Delfshaven,A,06/07/2010,BEHEER-STZ
FT74,FT,Fietstrommel,C DE VRIESELN,101,51.91408157,4.459640026,Delfshaven,A,07/06/2009,Conversie
FT75,FT,Fietstrommel,HEEMRAADSSNGL,26,51.92103958,4.456019878,Delfshaven,A,06/07/2010,STREPE
FT76,FT,Fietstrommel,HEEMRAADSSNGL,26,51.92103958,4.456029892,Delfshaven,A,07/06/2009,Conversie
FT77,FT,Fietstrommel,HEEMRAADSSNGL,26,51.92103958,4.456039906,Delfshaven,A,06/07/2010,BEHEER-STZ
FT78,FT,Fietstrommel,MATHENESSERLN,228,51.91458893,4.462319851,Delfshaven,A,07/06/2009,Conversie
FT79,FT,Fietstrommel,MATHENESSERLN,301,51.9142189,4.45773983,Delfshaven,A,06/07/2010,STREPE
FT8,FT,Fietstrommel,BERGSNGL,80,51.93788147,4.469669819,Noord,A,07/06/2009,Conversie
FT80,FT,Fietstrommel,MATHENESSERLN,320,51.91397095,4.457660198,Delfshaven,A,07/06/2009,Conversie
FT81,FT,Fietstrommel,BOSPOLDERPLN,32,51.90850067,4.441860199,Delfshaven,A,06/07/2010,BEHEER-STZ
FT82,FT,Fietstrommel,PINKSTR,10,51.91765976,4.41782999,Delfshaven,A,06/07/2010,STREPE
FT83,FT,Fietstrommel,MATHENESSERDK,87,51.91539001,4.435359955,Delfshaven,A,07/06/2009,Conversie
FT84,FT,Fietstrommel,MATHENESSERWG,132,51.91424942,4.437029839,Delfshaven,A,06/07/2010,BEHEER-STZ
FT85,FT,Fietstrommel,D DANESTR,1,51.91403961,4.434209824,Delfshaven,A,07/06/2009,Conversie
FT86,FT,Fietstrommel,ESSENBURGSNGL,118,51.92110825,4.445859909,Delfshaven,A,07/06/2009,Conversie
FT87,FT,Fietstrommel,HEEMRAADSSNGL,213,51.91571045,4.454349995,Delfshaven,A,07/06/2009,Conversie
FT88,FT,Fietstrommel,HEEMRAADSSNGL,213,51.91571045,4.454360008,Delfshaven,A,07/06/2009,Conversie
FT89,FT,Fietstrommel,C P TIELESTR,13,51.91437912,4.453460217,Delfshaven,A,06/07/2010,BEHEER-STZ
FT9,FT,Fietstrommel,BERGSNGL,76,51.93801117,4.469629765,Noord,A,07/06/2009,Conversie
FT90,FT,Fietstrommel,ROCHUSSENSTR,317,51.90896988,4.454319954,Delfshaven,A,07/06/2009,Conversie
FT91,FT,Fietstrommel,VIRULYPLN,16,51.9197998,4.450809956,Delfshaven,A,06/07/2010,STREPE
FT92,FT,Fietstrommel,VD TAKSTR,26,51.91445923,4.495490074,Feijenoord,A,07/06/2009,Conversie
FT93,FT,Fietstrommel,PR HENDRIKKD,89,51.91307831,4.494679928,Feijenoord,A,06/07/2010,BEHEER-STZ
FT94,FT,Fietstrommel,PR HENDRIKKD,115,51.91167831,4.493810177,Feijenoord,A,07/06/2009,Conversie
FT95,FT,Fietstrommel,PR HENDRIKKD,154,51.91025925,4.490779877,Feijenoord,A,07/06/2009,Conversie
FT96,FT,Fietstrommel,PR HENDRIKLN,13,51.91558075,4.500919819,Feijenoord,A,07/06/2009,Conversie
FT97,FT,Fietstrommel,DIAMANTWG,1,51.94643021,4.466479778,Hillegersberg,A,07/07/2010,STREPE
FT98,FT,Fietstrommel,RANDWG,91,51.89134979,4.512839794,Feijenoord,A,07/06/2009,Conversie
FT99,FT,Fietstrommel,BERGWG,265,51.93434143,4.474520206,Noord,A,07/06/2009,Conversie
